ประทับเวลา,คุณเป็นเพศอะไร,คุณกำลังศึกษาอยู่ในสถาบันเจ้าคุณทหารลาดกระบังหรือไม่,กำลังศึกษาอยู่ชั้นปีการศึกษาใดในมหาวิทยาลัย,คณะที่คุณกำลังศึกษาอยู่ในขณะนี้,GPA ขณะกำลังศึกษาอยู่ปัจจุบัน ( เกรดรวม ),สายการเรียนตอนมัธยมปลาย,คุณเข้ามหาลัยด้วยวิธีแบบใด,คุณจบการศึกษาระดับมัธยมปลายปี พ.ศ.ใด,GPA ในระดับชั้นมัธยมปลาย,คะแนน O-net วิชาภาษาไทย ระดับชั้นมัธยมศึกษาปีที่ 6,คะแนน O-net วิชาคณิตศาสตร์ ระดับชั้นมัธยมศึกษาปีที่ 6,คะแนน O-net วิชาวิทยาศาสตร์ ระดับชั้นมัธยมศึกษาปีที่ 6,คะแนน O-net วิชาสังคมศึกษา ระดับชั้นมัธยมศึกษาปีที่ 6,คะแนน O-net วิชาภาษาอังกฤษ ระดับชั้นมัธยมศึกษาปีที่ 6,ความสามารถที่คุณคิดว่าตัวเองมี(ตอบได้มากกว่า 1 ข้อ),วิชาที่ถนัดในการเรียนมัธยมปลายมีอะไรบ้าง(ตอบได้มากกว่า 1 ข้อ),คุณคิดว่าคุณถนัดทักษะแบบไหนบ้าง(ตอบได้มากกว่า 1 ข้อ),คุณคิดว่าทักษะไหนเป็นปัญหากับคุณบ้าง(ตอบได้มากกว่า 1 ข้อ),คุณสนใจทางด้านไหนบ้าง (ตอบได้มากกว่า 1 ข้อ),คุณเคยเข้าร่วมกิจกรรมของโรงเรียนเมื่อคุณยังศึกษาอยู่ในระดับมัธยมหรือไม่,คุณเคยแข่งขันทางวิชาการในช่วงมัธยมหรือไม่,คุณเคยลงเข้าร่วมกิจกรรมการเเข่งขันวิชาการ กลุ่มสาระใดบ้าง,ข้อเสนอแนะ
4/23/2021 3:17:44,ชาย,กำลังศึกษา,ปี 5,ครุศาสตร์อุตสาหกรรม,2.89,โครงการห้องเรียนพิเศษ ( เช่น ห้องหลักสูตรอินเตอร์/ภาษาอังกฤษ วิทยาศาสตร์คอมพิวเตอร์),"สอบเข้าระบบ tcas , admission , รับตรง",58,2.51 - 3.00,60.01 - 80.00,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,40.01 - 60.00,"มีความอดทน, ชอบการทดลอง, ทำงานเป็นกลุ่มได้ดี, ตรงต่อเวลา","ด้านคณิตศาสตร์, ด้านศิลปะ, ด้านสังคม","ฟัง, อ่าน, คิดวิเคราะห์","พูด, เขียน, คิดคำนวณ","เทคโนโลยี, สิ่งแวดล้อม, สุขภาพ",เคยเข้าร่วม,ไม่เคย,ไม่เคยเข้าร่วม,
4/23/2021 3:18:59,หญิง,กำลังศึกษา,ปี 2,วิศกรรมการบินและนักบินพาณิชย์,3.47,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",61,3.01 - 3.50,60.01 - 80.00,80.01 - 100,60.01 - 80.00,60.01 - 80.00,80.01 - 100,"สร้างสรรค์สิ่งใหม่, ความเป็นผู้นำ, ความมั่นใจในตัวเอง","ด้านวิทยาศาสตร์, ด้านคณิตศาสตร์, ด้านงานฝีมือ, ด้านคอมพิวเตอร์","ฟัง, พูด, อ่าน","เขียน, คิดวิเคราะห์, คิดคำนวณ","การศึกษา, การเมือง, เทคโนโลยี, สิ่งแวดล้อม",เคยเข้าร่วม,เคย,"กลุ่มสาระวิทยาศาสตร์ เช่น การเเข่งขันฟิสิกส์ประยุกต์ ,",
4/23/2021 3:25:29,ชาย,กำลังศึกษา,ปี 3,สถาปัตยกรรมศาสตร์,3.4,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",60,2.51 - 3.00,40.01 - 60.00,60.01 - 80.00,40.01 - 60.00,80.01 - 100,20.01 - 40.00,"ชอบการทดลอง, สร้างสรรค์สิ่งใหม่, การวิเคราะห์","ด้านภาษา, ด้านงานฝีมือ, ด้านคอมพิวเตอร์","พูด, เขียน","คิดวิเคราะห์, คิดคำนวณ","การศึกษา, ศิลปะ",เคยเข้าร่วม,ไม่เคย,"กลุ่มสาระสุขศึกษา  เช่น  การร่วมแข่งขันบาสเกตบอล ,ฟุตบอล ,วอลเลย์บอล ,แบดมินตัน",
4/23/2021 3:26:58,หญิง,กำลังศึกษา,ปี 4,อุตสาหกรรมการเกษตร,3.23,ศิลป์-คำนวณ,"สอบเข้าระบบ tcas , admission , รับตรง",59,2.51 - 3.00,40.01 - 60.00,60.01 - 80.00,40.01 - 60.00,20.01 - 40.00,40.01 - 60.00,"ความรอบคอบ, มีความอดทน, การวิเคราะห์","ด้านสังคม, ด้านคอมพิวเตอร์","อ่าน, เขียน","คิดวิเคราะห์, คิดคำนวณ","ศิลปะ, การบันเทิง, สุขภาพ",เคยเข้าร่วม,ไม่เคย,"กลุ่มสาระสังคมศึกษา เช่น โครงการมารยาทไทย , เศรษฐศาสตร์เพชรยอดมงกุฎ",
4/23/2021 3:31:12,หญิง,กำลังศึกษา,ปี 4,ครุศาสตร์อุตสาหกรรม,3.69,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",59,3.01 - 3.50,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,"ความมั่นใจในตัวเอง, ติดตามข่าวสารใหม่ๆตลอด","ด้านคณิตศาสตร์, ด้านภาษา","พูด, อ่าน, คิดวิเคราะห์","เขียน, คิดคำนวณ","การบันเทิง, เทคโนโลยี, สิ่งแวดล้อม",เคยเข้าร่วม,ไม่เคย,ไม่เคยเข้าร่วม,
4/23/2021 3:31:24,หญิง,จบการศึกษาแล้ว,ปี 3,วิทยาลัยเทคโนโลยี,3.7,โครงการห้องเรียนพิเศษ ( เช่น ห้องหลักสูตรอินเตอร์/ภาษาอังกฤษ วิทยาศาสตร์คอมพิวเตอร์),"สอบเข้าระบบ tcas , admission , รับตรง",60,2.51 - 3.00,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,40.01 - 60.00,60.01 - 80.00,"สร้างสรรค์สิ่งใหม่, ความเป็นผู้นำ, ความมั่นใจในตัวเอง","ด้านภาษา, ด้านคอมพิวเตอร์","ฟัง, พูด",เขียน,"การบันเทิง, เทคโนโลยี, สุขภาพ",เคยเข้าร่วม,เคย,"กลุ่มสาระภาษาต่างประเทศ เช่น การร่วมเเข่งขันการเเสดงภาษาอังกฤษ ,speaking",
4/23/2021 3:33:30,หญิง,กำลังศึกษา,ปี 4,สถาปัตยกรรมศาสตร์,3.18,ศิลป์-ทั่วไป,"สอบเข้าระบบ tcas , admission , รับตรง",59,2.51 - 3.00,60.01 - 80.00,20.01 - 40.00,40.01 - 60.00,60.01 - 80.00,40.01 - 60.00,"สร้างสรรค์สิ่งใหม่, ความมั่นใจในตัวเอง, ทำงานเป็นกลุ่มได้ดี, หมั่นฝึกฝน, ตรงต่อเวลา, บริหารเวลาได้ดี","ด้านศิลปะ, ด้านกีฬา, ด้านงานฝีมือ, ด้านสังคม","ฟัง, พูด, เขียน","อ่าน, คิดวิเคราะห์, คิดคำนวณ","ศิลปะ, การบันเทิง",เคยเข้าร่วม,เคย,"กลุ่มสาระศิลปะ เช่น เข้าร่วมชมรมนาฏศิลป์ , ประกวดวงดนตรี (folk songs)",
4/23/2021 3:34:21,หญิง,กำลังศึกษา,ปี 3,ศิลปศาสตร์,3.35,ศิลป์-คำนวณ,"สอบเข้าระบบ tcas , admission , รับตรง",60,2.51 - 3.00,60.01 - 80.00,80.01 - 100,40.01 - 60.00,60.01 - 80.00,40.01 - 60.00,"ติดตามข่าวสารใหม่ๆตลอด, หมั่นฝึกฝน","ด้านศิลปะ, ด้านงานฝีมือ",อ่าน,"ฟัง, เขียน","ศิลปะ, การบันเทิง",ไม่เคยเข้าร่วม,ไม่เคย,"กลุ่มสาระศิลปะ เช่น เข้าร่วมชมรมนาฏศิลป์ , ประกวดวงดนตรี (folk songs)",
4/23/2021 3:36:18,หญิง,กำลังศึกษา,ปี 4,สถาปัตยกรรมศาสตร์,3.24,ศิลป์-ทั่วไป,"สอบเข้าระบบ tcas , admission , รับตรง",59,3.01 - 3.50,60.01 - 80.00,40.01 - 60.00,40.01 - 60.00,40.01 - 60.00,40.01 - 60.00,"สร้างสรรค์สิ่งใหม่, การวิเคราะห์, ความเป็นผู้นำ, ความมั่นใจในตัวเอง","ด้านศิลปะ, ด้านกีฬา, ด้านงานฝีมือ","ฟัง, พูด, เขียน","อ่าน, คิดวิเคราะห์, คิดคำนวณ","ศิลปะ, การบันเทิง, สุขภาพ",เคยเข้าร่วม,ไม่เคย,ไม่เคยเข้าร่วม,
4/23/2021 3:37:28,หญิง,กำลังศึกษา,ปี 4,สถาปัตยกรรมศาสตร์,2.67,ศิลป์-ภาษา ( เช่น จีน ฝรั่งเศส ญี่ปุ่น),"สอบเข้าระบบ tcas , admission , รับตรง",59,2.51 - 3.00,40.01 - 60.00,20.01 - 40.00,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,"สร้างสรรค์สิ่งใหม่, การวิเคราะห์, ความเป็นผู้นำ, ความมั่นใจในตัวเอง","ด้านศิลปะ, ด้านภาษา, ด้านกีฬา, ด้านงานฝีมือ","ฟัง, พูด, เขียน","อ่าน, คิดวิเคราะห์, คิดคำนวณ","ศิลปะ, การเมือง, การบันเทิง",เคยเข้าร่วม,เคย,"กลุ่มสาระศิลปะ เช่น เข้าร่วมชมรมนาฏศิลป์ , ประกวดวงดนตรี (folk songs)",
4/23/2021 3:38:46,ชาย,กำลังศึกษา,ปี 1,เทคโนโลยีการเกษตร,2.84,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",62,2.51 - 3.00,60.01 - 80.00,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,"ความเป็นผู้นำ, หมั่นฝึกฝน, ตรงต่อเวลา","ด้านวิทยาศาสตร์, ด้านคณิตศาสตร์, ด้านศิลปะ, ด้านกีฬา","ฟัง, พูด, อ่าน","เขียน, คิดวิเคราะห์, คิดคำนวณ","การเมือง, เทคโนโลยี, สิ่งแวดล้อม",เคยเข้าร่วม,เคย,กลุ่มสาระการงานอาชีพเเละเทคโนโลยี. เช่น การประกวดสร้างหน้าเว็บเเอพลิเคชั่น,
4/23/2021 3:38:50,ชาย,กำลังศึกษา,ปี 3,เทคโนโลยีสารสนเทศ,3.12,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",60,3.01 - 3.50,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,40.01 - 60.00,60.01 - 80.00,"ชอบการทดลอง, สร้างสรรค์สิ่งใหม่","ด้านกีฬา, ด้านงานฝีมือ","อ่าน, เขียน",คิดวิเคราะห์,"การบันเทิง, เทคโนโลยี",ไม่เคยเข้าร่วม,ไม่เคย,"กลุ่มสาระสุขศึกษา  เช่น  การร่วมแข่งขันบาสเกตบอล ,ฟุตบอล ,วอลเลย์บอล ,แบดมินตัน",
4/23/2021 3:39:05,ชาย,กำลังศึกษา,ปี 3,สถาปัตยกรรมศาสตร์,3.21,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",60,2.51 - 3.00,60.01 - 80.00,40.01 - 60.00,60.01 - 80.00,40.01 - 60.00,60.01 - 80.00,"มีความอดทน, ชอบการทดลอง, การวิเคราะห์","ด้านคณิตศาสตร์, ด้านภาษา","พูด, คิดวิเคราะห์","อ่าน, เขียน","การบันเทิง, เทคโนโลยี",ไม่เคยเข้าร่วม,ไม่เคย,"กลุ่มสาระสังคมศึกษา เช่น โครงการมารยาทไทย , เศรษฐศาสตร์เพชรยอดมงกุฎ",
4/23/2021 3:40:01,ชาย,กำลังศึกษา,ปี 1,เทคโนโลยีการเกษตร,3.47,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",62,3.01 - 3.50,60.01 - 80.00,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,"มีความอดทน, การวิเคราะห์, ความเป็นผู้นำ, ความมั่นใจในตัวเอง","ด้านวิทยาศาสตร์, ด้านศิลปะ, ด้านงานฝีมือ, ด้านสังคม","ฟัง, พูด, อ่าน, เขียน, คิดวิเคราะห์",คิดคำนวณ,"การเมือง, เทคโนโลยี, สิ่งแวดล้อม, สุขภาพ",เคยเข้าร่วม,เคย,"กลุ่มสาระสุขศึกษา  เช่น  การร่วมแข่งขันบาสเกตบอล ,ฟุตบอล ,วอลเลย์บอล ,แบดมินตัน",
4/23/2021 3:41:05,หญิง,กำลังศึกษา,ปี 1,วิศกรรมการบินและนักบินพาณิชย์,3.44,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",62,3.01 - 3.50,60.01 - 80.00,80.01 - 100,80.01 - 100,60.01 - 80.00,80.01 - 100,"ความรอบคอบ, มีความอดทน, การวิเคราะห์, ความเป็นผู้นำ, หมั่นฝึกฝน, ตรงต่อเวลา","ด้านวิทยาศาสตร์, ด้านคณิตศาสตร์, ด้านภาษา, ด้านงานฝีมือ, ด้านคอมพิวเตอร์","ฟัง, คิดวิเคราะห์, คิดคำนวณ","พูด, อ่าน, เขียน","การศึกษา, เทคโนโลยี, สิ่งแวดล้อม, สุขภาพ",เคยเข้าร่วม,เคย,"กลุ่มสาระภาษาต่างประเทศ เช่น การร่วมเเข่งขันการเเสดงภาษาอังกฤษ ,speaking, กลุ่มสาระสุขศึกษา  เช่น  การร่วมแข่งขันบาสเกตบอล ,ฟุตบอล ,วอลเลย์บอล ,แบดมินตัน, กลุ่มสาระวิทยาศาสตร์ เช่น การเเข่งขันฟิสิกส์ประยุกต์ ,",
4/23/2021 3:42:24,หญิง,กำลังศึกษา,ปี 3,วิทยาลัยเทคโนโลยี,3.45,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",60,2.51 - 3.00,80.01 - 100,40.01 - 60.00,40.01 - 60.00,40.01 - 60.00,20.01 - 40.00,"ชอบการทดลอง, ติดตามข่าวสารใหม่ๆตลอด","ด้านศิลปะ, ด้านกีฬา",อ่าน,"เขียน, คิดวิเคราะห์","การศึกษา, การเมือง",ไม่เคยเข้าร่วม,เคย,"กลุ่มสาระสุขศึกษา  เช่น  การร่วมแข่งขันบาสเกตบอล ,ฟุตบอล ,วอลเลย์บอล ,แบดมินตัน, กลุ่มสาระการงานอาชีพเเละเทคโนโลยี. เช่น การประกวดสร้างหน้าเว็บเเอพลิเคชั่น",
4/23/2021 3:42:24,หญิง,กำลังศึกษา,ปี 3,วิทยาลัยเทคโนโลยี,3.24,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",60,3.01 - 3.50,20.01 - 40.00,40.01 - 60.00,40.01 - 60.00,40.01 - 60.00,20.01 - 40.00,"การวิเคราะห์, ทำงานเป็นกลุ่มได้ดี","ด้านคณิตศาสตร์, ด้านกีฬา","อ่าน, เขียน",พูด,"เทคโนโลยี, สิ่งแวดล้อม",ไม่เคยเข้าร่วม,ไม่เคย,"กลุ่มสาระสังคมศึกษา เช่น โครงการมารยาทไทย , เศรษฐศาสตร์เพชรยอดมงกุฎ",
4/23/2021 3:42:52,หญิง,จบการศึกษาแล้ว,บัณฑิต,วิทยาศาสตร์,2.74,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",58,2.51 - 3.00,40.01 - 60.00,40.01 - 60.00,40.01 - 60.00,60.01 - 80.00,40.01 - 60.00,"ความรอบคอบ, มีความอดทน, ชอบการทดลอง, สร้างสรรค์สิ่งใหม่, การวิเคราะห์","ด้านวิทยาศาสตร์, ด้านคณิตศาสตร์, ด้านศิลปะ, ด้านกีฬา, ด้านคอมพิวเตอร์","ฟัง, คิดวิเคราะห์, คิดคำนวณ","พูด, อ่าน, เขียน","การศึกษา, เทคโนโลยี, สิ่งแวดล้อม, สุขภาพ",เคยเข้าร่วม,เคย,"กลุ่มสาระสุขศึกษา  เช่น  การร่วมแข่งขันบาสเกตบอล ,ฟุตบอล ,วอลเลย์บอล ,แบดมินตัน",
4/23/2021 3:44:34,หญิง,กำลังศึกษา,ปี 1,เทคโนโลยีสารสนเทศ,2.91,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",62,2.51 - 3.00,60.01 - 80.00,20.01 - 40.00,40.01 - 60.00,60.01 - 80.00,80.01 - 100,"มีความอดทน, สร้างสรรค์สิ่งใหม่, การวิเคราะห์","ด้านศิลปะ, ด้านกีฬา, ด้านงานฝีมือ, ด้านสังคม, ด้านคอมพิวเตอร์","ฟัง, พูด, อ่าน","เขียน, คิดวิเคราะห์, คิดคำนวณ","การเมือง, เทคโนโลยี, สิ่งแวดล้อม, สุขภาพ",เคยเข้าร่วม,เคย,"กลุ่มสาระสุขศึกษา  เช่น  การร่วมแข่งขันบาสเกตบอล ,ฟุตบอล ,วอลเลย์บอล ,แบดมินตัน",
4/23/2021 3:45:35,หญิง,กำลังศึกษา,ปี 3,วิทยาลัยนวัตกรรมการจัดการข้อมูล,2.89,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",60,3.01 - 3.50,80.01 - 100,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,"สร้างสรรค์สิ่งใหม่, ความเป็นผู้นำ, ความมั่นใจในตัวเอง","ด้านภาษา, ด้านสังคม","อ่าน, คิดวิเคราะห์","พูด, คิดคำนวณ","ศิลปะ, การบันเทิง, สุขภาพ",ไม่เคยเข้าร่วม,ไม่เคย,"กลุ่มสาระการงานอาชีพเเละเทคโนโลยี. เช่น การประกวดสร้างหน้าเว็บเเอพลิเคชั่น, กลุ่มสาระศิลปะ เช่น เข้าร่วมชมรมนาฏศิลป์ , ประกวดวงดนตรี (folk songs)",
4/23/2021 3:45:36,หญิง,กำลังศึกษา,ปี 3,ศิลปศาสตร์,3.11,วิทย์-คณิต,โครงการพิเศษ ( เช่น ช้างเผือก นักกีฬา),60,2.51 - 3.00,40.01 - 60.00,60.01 - 80.00,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,"สร้างสรรค์สิ่งใหม่, ความมั่นใจในตัวเอง, ติดตามข่าวสารใหม่ๆตลอด","ด้านกีฬา, ด้านงานฝีมือ","ฟัง, พูด","เขียน, คิดคำนวณ","การเมือง, การบันเทิง, เทคโนโลยี",เคยเข้าร่วม,ไม่เคย,"กลุ่มสาระสุขศึกษา  เช่น  การร่วมแข่งขันบาสเกตบอล ,ฟุตบอล ,วอลเลย์บอล ,แบดมินตัน, กลุ่มสาระสังคมศึกษา เช่น โครงการมารยาทไทย , เศรษฐศาสตร์เพชรยอดมงกุฎ",
4/23/2021 3:46:08,หญิง,กำลังศึกษา,ปี 1,อุตสาหกรรมการเกษตร,2.61,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",62,2.51 - 3.00,60.01 - 80.00,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,"ชอบการทดลอง, สร้างสรรค์สิ่งใหม่, ความเป็นผู้นำ","ด้านคณิตศาสตร์, ด้านศิลปะ","พูด, อ่าน, เขียน","ฟัง, คิดวิเคราะห์, คิดคำนวณ","การเมือง, การบันเทิง, เทคโนโลยี, สิ่งแวดล้อม, สุขภาพ",เคยเข้าร่วม,เคย,"กลุ่มสาระสุขศึกษา  เช่น  การร่วมแข่งขันบาสเกตบอล ,ฟุตบอล ,วอลเลย์บอล ,แบดมินตัน",
4/23/2021 3:47:43,ชาย,กำลังศึกษา,ปี 4,วิทยาลัยนวัตกรรมการจัดการข้อมูล,3.5,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",59,2.51 - 3.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,80.01 - 100,"สร้างสรรค์สิ่งใหม่, ความเป็นผู้นำ, ทำงานเป็นกลุ่มได้ดี","ด้านวิทยาศาสตร์, ด้านคณิตศาสตร์, ด้านศิลปะ, ด้านงานฝีมือ, ด้านสังคม, ด้านคอมพิวเตอร์","พูด, อ่าน, คิดวิเคราะห์","ฟัง, เขียน, คิดคำนวณ","การศึกษา, การเมือง, เทคโนโลยี, สิ่งแวดล้อม, สุขภาพ",เคยเข้าร่วม,ไม่เคย,ไม่เคยเข้าร่วม,
4/23/2021 3:48:59,หญิง,จบการศึกษาแล้ว,บัณฑิต,อุตสาหกรรมการเกษตร,2.96,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",58,3.01 - 3.50,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,"ความรอบคอบ, สร้างสรรค์สิ่งใหม่, การวิเคราะห์, ความมั่นใจในตัวเอง, บริหารเวลาได้ดี","ด้านศิลปะ, ด้านงานฝีมือ, ด้านสังคม, ด้านคอมพิวเตอร์","อ่าน, เขียน, คิดวิเคราะห์","ฟัง, พูด, คิดคำนวณ","การเมือง, เทคโนโลยี, สิ่งแวดล้อม, สุขภาพ",เคยเข้าร่วม,ไม่เคย,ไม่เคยเข้าร่วม,
4/23/2021 3:49:32,ชาย,กำลังศึกษา,ปี 3,สถาปัตยกรรมศาสตร์,3.17,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",60,3.01 - 3.50,60.01 - 80.00,60.01 - 80.00,40.01 - 60.00,40.01 - 60.00,40.01 - 60.00,"ทำงานเป็นกลุ่มได้ดี, หมั่นฝึกฝน, ตรงต่อเวลา","ด้านคณิตศาสตร์, ด้านกีฬา, ด้านสังคม","ฟัง, พูด","เขียน, คิดวิเคราะห์, คิดคำนวณ","การเมือง, การบันเทิง, สิ่งแวดล้อม",ไม่เคยเข้าร่วม,ไม่เคย,ไม่เคยเข้าร่วม,
4/23/2021 3:49:35,ชาย,กำลังศึกษา,ปี 3,เทคโนโลยีสารสนเทศ,3.45,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",60,3.01 - 3.50,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,40.01 - 60.00,40.01 - 60.00,"มีความอดทน, สร้างสรรค์สิ่งใหม่, ความเป็นผู้นำ, ตรงต่อเวลา, บริหารเวลาได้ดี","ด้านศิลปะ, ด้านภาษา, ด้านงานฝีมือ","ฟัง, อ่าน","อ่าน, คิดวิเคราะห์","การบันเทิง, สิ่งแวดล้อม",ไม่เคยเข้าร่วม,เคย,ไม่เคยเข้าร่วม,
4/23/2021 3:53:41,หญิง,กำลังศึกษา,ปี 3,วิทยาลัยการบริหารและจัดการ,3.43,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",60,3.01 - 3.50,40.01 - 60.00,60.01 - 80.00,20.01 - 40.00,40.01 - 60.00,40.01 - 60.00,"สร้างสรรค์สิ่งใหม่, ความเป็นผู้นำ","ด้านศิลปะ, ด้านสังคม","อ่าน, เขียน","ฟัง, พูด","การเมือง, การบันเทิง, สุขภาพ",ไม่เคยเข้าร่วม,เคย,"กลุ่มสาระวิทยาศาสตร์ เช่น การเเข่งขันฟิสิกส์ประยุกต์ ,",
4/23/2021 3:53:53,ชาย,กำลังศึกษา,ปี 3,วิทยาศาสตร์,3.65,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",60,3.01 - 3.50,60.01 - 80.00,40.01 - 60.00,60.01 - 80.00,20.01 - 40.00,60.01 - 80.00,"ชอบการทดลอง, ความเป็นผู้นำ, ติดตามข่าวสารใหม่ๆตลอด","ด้านวิทยาศาสตร์, ด้านคณิตศาสตร์","พูด, เขียน","ฟัง, อ่าน","เทคโนโลยี, สิ่งแวดล้อม",ไม่เคยเข้าร่วม,เคย,"กลุ่มสาระการงานอาชีพเเละเทคโนโลยี. เช่น การประกวดสร้างหน้าเว็บเเอพลิเคชั่น, กลุ่มสาระศิลปะ เช่น เข้าร่วมชมรมนาฏศิลป์ , ประกวดวงดนตรี (folk songs)",
4/23/2021 3:54:07,หญิง,กำลังศึกษา,ปี 1,วิทยาลัยนวัตกรรมการจัดการข้อมูล,2.78,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",62,3.01 - 3.50,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,"มีความอดทน, สร้างสรรค์สิ่งใหม่, ความเป็นผู้นำ","ด้านภาษา, ด้านกีฬา, ด้านสังคม","พูด, เขียน","คิดวิเคราะห์, คิดคำนวณ","การเมือง, เทคโนโลยี, สิ่งแวดล้อม",เคยเข้าร่วม,ไม่เคย,ไม่เคยเข้าร่วม,
4/23/2021 3:55:44,หญิง,กำลังศึกษา,ปี 1,เทคโนโลยีการเกษตร,2.77,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",62,2.51 - 3.00,60.01 - 80.00,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,40.01 - 60.00,"ความรอบคอบ, ชอบการทดลอง, ติดตามข่าวสารใหม่ๆตลอด, หมั่นฝึกฝน, ตรงต่อเวลา, บริหารเวลาได้ดี","ด้านภาษา, ด้านกีฬา, ด้านสังคม, ด้านคอมพิวเตอร์","ฟัง, พูด, อ่าน","เขียน, คิดวิเคราะห์, คิดคำนวณ","การเมือง, เทคโนโลยี, สิ่งแวดล้อม, สุขภาพ",เคยเข้าร่วม,ไม่เคย,ไม่เคยเข้าร่วม,
4/23/2021 3:56:28,ชาย,กำลังศึกษา,ปี 3,แพทยศาสตร์,3.79,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",60,3.01 - 3.50,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,80.01 - 100,"ทำงานเป็นกลุ่มได้ดี, ตรงต่อเวลา, บริหารเวลาได้ดี","ด้านวิทยาศาสตร์, ด้านคณิตศาสตร์, ด้านศิลปะ","พูด, คิดวิเคราะห์, คิดคำนวณ","ฟัง, เขียน","การบันเทิง, สิ่งแวดล้อม",เคยเข้าร่วม,ไม่เคย,"กลุ่มสาระสังคมศึกษา เช่น โครงการมารยาทไทย , เศรษฐศาสตร์เพชรยอดมงกุฎ, กลุ่มสาระวิทยาศาสตร์ เช่น การเเข่งขันฟิสิกส์ประยุกต์ ,",
4/23/2021 3:56:57,ชาย,กำลังศึกษา,ปี 3,วิศวกรรมศาสตร์,3.59,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",60,3.51 - 4.00,60.01 - 80.00,80.01 - 100,60.01 - 80.00,80.01 - 100,60.01 - 80.00,"สร้างสรรค์สิ่งใหม่, ความเป็นผู้นำ","ด้านวิทยาศาสตร์, ด้านคณิตศาสตร์","ฟัง, พูด","คิดวิเคราะห์, คิดคำนวณ","การเมือง, เทคโนโลยี, สิ่งแวดล้อม",ไม่เคยเข้าร่วม,เคย,"กลุ่มสาระสุขศึกษา  เช่น  การร่วมแข่งขันบาสเกตบอล ,ฟุตบอล ,วอลเลย์บอล ,แบดมินตัน",
4/23/2021 3:57:50,หญิง,กำลังศึกษา,ปี 1,วิทยาลัยเทคโนโลยี,3.41,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",62,3.01 - 3.50,60.01 - 80.00,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,"มีความอดทน, การวิเคราะห์, ตรงต่อเวลา, บริหารเวลาได้ดี","ด้านงานฝีมือ, ด้านสังคม, ด้านคอมพิวเตอร์","ฟัง, อ่าน, เขียน","พูด, คิดวิเคราะห์, คิดคำนวณ","การศึกษา, การเมือง, เทคโนโลยี, สิ่งแวดล้อม",เคยเข้าร่วม,เคย,"กลุ่มสาระสุขศึกษา  เช่น  การร่วมแข่งขันบาสเกตบอล ,ฟุตบอล ,วอลเลย์บอล ,แบดมินตัน",
